sistema;classe;lc;rb;fe;lm;nfe;nlm;cbo;wmc;dit;rfc;maxNest;loc;nom;classification
hadoop;org.apache.hadoop.metrics2.impl.MetricsRecordBuilderImpl;0;1;0;0;0;0;12;36;2;10;1;82;14;UniqueRB
hadoop;org.apache.hadoop.metrics2.MetricsException;0;1;0;0;0;0;0;3;4;0;0;12;3;UniqueRB
hadoop;org.apache.hadoop.record.meta.MapTypeID;0;1;0;0;0;0;3;7;2;4;1;28;6;UniqueRB
hadoop;org.apache.hadoop.record.meta.VectorTypeID;0;1;0;0;0;0;3;6;2;4;1;22;5;UniqueRB
hadoop;org.apache.hadoop.security.AccessControlException;0;1;0;0;0;0;1;3;5;0;0;12;3;UniqueRB
hadoop;org.apache.hadoop.security.authorize.AuthorizationException;0;1;0;0;0;0;1;7;6;0;0;22;7;UniqueRB
hadoop;org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping;0;1;0;0;0;0;4;23;2;26;4;94;8;UniqueRB
hadoop;org.apache.hadoop.security.token.delegation.AbstractDelegationTokenIdentifier;0;1;0;0;0;0;6;32;2;18;2;125;19;UniqueRB
hadoop;org.apache.hadoop.util.bloom.BloomFilter;0;1;0;0;0;0;6;38;2;14;2;96;13;UniqueRB
hadoop;org.apache.hadoop.util.bloom.CountingBloomFilter;0;1;0;0;0;0;6;43;2;13;2;137;14;UniqueRB
hadoop;org.apache.hadoop.util.bloom.DynamicBloomFilter;0;1;0;0;0;0;4;45;2;17;2;121;13;UniqueRB
hadoop;org.apache.hadoop.util.bloom.RetouchedBloomFilter;0;1;0;0;0;0;7;66;3;32;2;232;19;UniqueRB
hadoop;org.apache.hadoop.util.ProcfsBasedProcessTree;0;1;0;0;0;0;6;66;2;68;4;387;17;UniqueRB
hadoop;org.apache.hadoop.hdfs.HDFSPolicyProvider;0;1;0;0;0;0;9;1;2;0;0;6;1;UniqueRB
hadoop;org.apache.hadoop.hdfs.protocol.DSQuotaExceededException;0;1;0;0;0;0;2;5;5;2;1;18;3;UniqueRB
hadoop;org.apache.hadoop.hdfs.protocol.NSQuotaExceededException;0;1;0;0;0;0;1;5;5;1;1;18;3;UniqueRB
hadoop;org.apache.hadoop.hdfs.security.token.block.BlockTokenIdentifier;0;1;0;0;0;0;9;38;4;28;1;113;19;UniqueRB
hadoop;org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager;0;1;0;0;0;0;15;42;2;49;2;150;18;UniqueRB
hadoop;org.apache.hadoop.hdfs.server.namenode.INodeDirectoryWithQuota;0;1;0;0;0;0;6;18;3;4;2;67;12;UniqueRB
hadoop;org.apache.hadoop.hdfs.server.protocol.UpgradeCommand;0;1;0;0;0;0;4;7;2;7;0;41;6;UniqueRB
hadoop;org.apache.hadoop.hdfs.web.resources.HttpOpParam;0;1;0;0;0;0;4;1;3;0;0;49;1;UniqueRB
hadoop;org.apache.hadoop.mapred.DefaultTaskController;0;1;0;0;0;0;25;18;2;49;2;100;9;UniqueRB
hadoop;org.apache.hadoop.mapred.EagerTaskInitializationListener;0;1;0;0;0;0;9;15;2;18;2;105;9;UniqueRB
hadoop;org.apache.hadoop.mapred.FileOutputCommitter;0;1;0;0;0;0;16;42;3;40;3;171;14;UniqueRB
hadoop;org.apache.hadoop.mapred.JobQueueTaskScheduler;0;1;0;0;0;0;13;37;2;43;5;156;7;UniqueRB
hadoop;org.apache.hadoop.mapred.lib.KeyFieldBasedComparator;0;1;0;0;0;0;11;83;2;18;4;229;10;UniqueRB
hadoop;org.apache.hadoop.mapred.LimitTasksPerJobTaskScheduler;0;1;0;0;0;0;15;25;3;33;4;91;5;UniqueRB
hadoop;org.apache.hadoop.mapred.LinuxTaskController;0;1;0;0;0;0;28;33;2;56;2;208;11;UniqueRB
hadoop;org.apache.hadoop.mapred.SequenceFileAsBinaryInputFormat;0;1;0;0;0;0;8;2;3;0;0;66;2;UniqueRB
hadoop;org.apache.hadoop.mapred.SequenceFileAsTextInputFormat;0;1;0;0;0;0;8;2;3;2;0;9;2;UniqueRB
hadoop;org.apache.hadoop.mapred.SequenceFileInputFilter;0;1;0;0;0;0;14;3;7;4;0;149;3;UniqueRB
hadoop;org.apache.hadoop.mapred.TaskID;0;1;0;0;0;0;5;13;4;13;1;39;9;UniqueRB
hadoop;org.apache.hadoop.mapred.tools.MRAdmin;0;1;0;0;0;0;14;54;2;33;3;235;13;UniqueRB
hadoop;org.apache.hadoop.mapreduce.JobID;0;1;0;0;0;0;6;18;3;21;3;68;11;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.db.DateSplitter;0;1;0;0;0;0;8;22;2;20;4;88;4;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.db.DBInputFormat;0;1;0;0;0;0;20;30;3;41;3;182;12;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.db.DBOutputFormat;0;1;0;0;0;0;15;19;3;19;3;126;7;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.db.DBRecordReader;0;1;0;0;0;0;14;37;2;24;3;145;20;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.fieldsel.FieldSelectionMapper;0;1;0;0;0;0;12;3;2;15;1;27;2;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.CombineFileRecordReader;0;1;0;0;0;0;13;20;2;22;2;88;8;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.DelegatingInputFormat;0;1;0;0;0;0;17;11;2;28;4;50;2;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.DelegatingMapper;0;1;0;0;0;0;12;2;2;7;0;12;2;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.DelegatingRecordReader;0;1;0;0;0;0;11;7;2;11;0;26;7;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.FileInputFormat;0;1;0;0;0;0;20;49;2;59;5;217;18;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.KeyValueLineRecordReader;0;1;0;0;0;0;10;17;2;13;2;71;10;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.LineRecordReader;0;1;0;0;0;0;21;25;2;27;2;120;9;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.SequenceFileAsTextRecordReader;0;1;0;0;0;0;9;10;2;8;1;37;7;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.input.SequenceFileRecordReader;0;1;0;0;0;0;11;13;2;12;1;55;6;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.output.FileOutputFormat;0;1;0;0;0;0;21;23;2;33;2;89;15;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.output.FilterOutputFormat;0;1;0;0;0;0;10;7;3;4;1;45;6;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.output.NullOutputFormat;0;1;0;0;0;0;8;3;2;0;0;33;3;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.partition.BinaryPartitioner;0;1;0;0;0;0;8;6;2;5;0;31;6;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.partition.HashPartitioner;0;1;0;0;0;0;3;1;2;1;0;5;1;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.partition.KeyFieldBasedPartitioner;0;1;0;0;0;0;15;14;2;21;2;66;7;UniqueRB
hadoop;org.apache.hadoop.mapreduce.lib.partition.TotalOrderPartitioner;0;1;0;0;0;0;23;28;6;31;3;193;10;UniqueRB
hadoop;org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenSecretManager;0;1;0;0;0;0;2;2;3;0;0;8;2;UniqueRB
hadoop;org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier;0;1;0;0;0;0;4;9;4;5;1;33;7;UniqueRB
hadoop;org.apache.hadoop.mapreduce.security.token.JobTokenSecretManager;0;1;0;0;0;0;8;10;2;13;1;45;9;UniqueRB
hadoop;org.apache.hadoop.mapreduce.TaskAttemptID;0;1;0;0;0;0;6;23;3;19;5;74;14;UniqueRB
hibernate;org.hibernate.action.internal.AbstractEntityInsertAction;0;1;0;0;0;0;13;16;2;24;1;55;11;UniqueRB
hibernate;org.hibernate.action.internal.EntityUpdateAction;0;1;0;0;0;0;27;36;2;59;3;139;8;UniqueRB
hibernate;org.hibernate.AnnotationException;0;1;0;0;0;0;1;3;6;0;0;11;3;UniqueRB
hibernate;org.hibernate.bytecode.instrumentation.internal.javassist.FieldInterceptorImpl;0;1;0;0;0;0;5;22;2;23;2;87;20;UniqueRB
hibernate;org.hibernate.cache.CacheException;0;1;0;0;0;0;1;3;5;0;0;11;3;UniqueRB
hibernate;org.hibernate.cfg.AnnotationConfiguration;0;1;0;0;0;0;9;32;3;30;0;128;32;UniqueRB
hibernate;org.hibernate.cfg.RecoverableException;0;1;0;0;0;0;1;3;7;0;0;11;3;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentArrayHolder;0;1;0;0;0;0;8;52;2;33;2;155;26;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentBag;0;1;0;0;0;0;13;91;2;62;4;342;51;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentElementHolder;0;1;0;0;0;0;8;38;2;32;3;143;22;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentIndexedElementHolder;0;1;0;0;0;0;12;42;2;51;2;157;23;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentList;0;1;0;0;0;0;19;96;2;66;2;410;47;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentMap;0;1;0;0;0;0;13;72;2;56;2;356;37;UniqueRB
hibernate;org.hibernate.collection.internal.PersistentSet;0;1;0;0;0;0;12;74;2;55;3;308;40;UniqueRB
hibernate;org.hibernate.context.internal.ManagedSessionContext;0;1;0;0;0;0;6;17;2;13;2;59;9;UniqueRB
hibernate;org.hibernate.context.internal.ThreadLocalSessionContext;0;1;0;0;0;0;18;31;2;43;4;167;17;UniqueRB
hibernate;org.hibernate.dialect.AbstractTransactSQLDialect;0;1;0;0;0;0;8;36;2;21;4;181;27;UniqueRB
hibernate;org.hibernate.dialect.Cache71Dialect;0;1;0;0;0;0;28;55;2;17;1;306;46;UniqueRB
hibernate;org.hibernate.dialect.CUBRIDDialect;0;1;0;0;0;0;4;26;2;9;0;140;25;UniqueRB
hibernate;org.hibernate.dialect.DB2Dialect;0;1;0;0;0;0;12;57;2;18;1;293;48;UniqueRB
hibernate;org.hibernate.dialect.FrontBaseDialect;0;1;0;0;0;0;11;14;2;2;1;62;8;UniqueRB
hibernate;org.hibernate.dialect.H2Dialect;0;1;0;0;0;0;11;40;2;15;2;246;33;UniqueRB
hibernate;org.hibernate.dialect.HSQLDialect;0;1;0;0;0;0;21;80;4;18;1;370;43;UniqueRB
hibernate;org.hibernate.dialect.InformixDialect;0;1;0;0;0;0;6;31;2;12;1;136;27;UniqueRB
hibernate;org.hibernate.dialect.Ingres9Dialect;0;1;0;0;0;0;5;21;3;9;1;74;19;UniqueRB
hibernate;org.hibernate.dialect.IngresDialect;0;1;0;0;0;0;5;28;2;10;1;177;27;UniqueRB
hibernate;org.hibernate.dialect.InterbaseDialect;0;1;0;0;0;0;4;17;2;6;0;69;16;UniqueRB
hibernate;org.hibernate.dialect.lock.OptimisticEntityLockException;0;1;0;0;0;0;1;2;6;0;0;8;2;UniqueRB
hibernate;org.hibernate.dialect.MckoiDialect;0;1;0;0;0;0;15;16;2;6;1;80;10;UniqueRB
hibernate;org.hibernate.dialect.MimerSQLDialect;0;1;0;0;0;0;2;14;2;5;0;126;14;UniqueRB
hibernate;org.hibernate.dialect.MySQLDialect;0;1;0;0;0;0;8;48;2;16;2;278;40;UniqueRB
hibernate;org.hibernate.dialect.Oracle8iDialect;0;1;0;0;0;0;18;71;2;32;2;362;56;UniqueRB
hibernate;org.hibernate.dialect.Oracle9Dialect;0;1;0;0;0;0;12;44;2;25;2;253;37;UniqueRB
hibernate;org.hibernate.dialect.pagination.LegacyLimitHandler;0;1;0;0;0;0;5;11;2;15;0;35;10;UniqueRB
hibernate;org.hibernate.dialect.pagination.SQLServer2005LimitHandler;0;1;0;0;0;0;5;40;2;33;4;159;16;UniqueRB
hibernate;org.hibernate.dialect.PostgreSQL81Dialect;0;1;0;0;0;0;13;60;2;19;1;302;52;UniqueRB
hibernate;org.hibernate.dialect.RDMSOS2200Dialect;0;1;0;0;0;0;18;27;2;10;1;175;20;UniqueRB
hibernate;org.hibernate.dialect.SAPDBDialect;0;1;0;0;0;0;9;17;2;10;1;134;16;UniqueRB
hibernate;org.hibernate.dialect.SQLServerDialect;0;1;0;0;0;0;9;29;3;13;1;95;21;UniqueRB
hibernate;org.hibernate.dialect.TeradataDialect;0;1;0;0;0;0;3;56;2;6;1;157;22;UniqueRB
hibernate;org.hibernate.dialect.TimesTenDialect;0;1;0;0;0;0;15;37;2;11;1;141;29;UniqueRB
hibernate;org.hibernate.event.internal.AbstractSaveEventListener;0;1;0;0;0;0;32;45;2;76;3;176;17;UniqueRB
hibernate;org.hibernate.event.internal.DefaultPersistEventListener;0;1;0;0;0;0;21;23;3;41;3;110;8;UniqueRB
hibernate;org.hibernate.event.spi.AbstractCollectionEvent;0;1;0;0;0;0;10;16;2;11;2;49;10;UniqueRB
hibernate;org.hibernate.HibernateException;0;1;0;0;0;0;0;3;4;0;0;11;3;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.AbstractMapComponentNode;0;1;0;0;0;0;14;21;7;27;3;64;12;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.BooleanLiteralNode;0;1;0;0;0;0;7;9;7;6;1;26;6;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.ConstructorNode;0;1;0;0;0;0;19;37;6;22;1;132;21;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.DotNode;0;1;0;0;0;0;36;98;7;112;4;378;33;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.FromElement;0;1;0;0;0;0;26;135;5;94;3;450;85;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.IdentNode;0;1;0;0;0;0;27;57;7;66;4;233;11;UniqueRB
hibernate;org.hibernate.hql.internal.ast.tree.MethodNode;0;1;0;0;0;0;23;37;6;50;3;149;17;UniqueRB
hibernate;org.hibernate.jdbc.BatchFailedException;0;1;0;0;0;0;1;2;5;0;0;8;2;UniqueRB
hibernate;org.hibernate.loader.AbstractEntityJoinWalker;0;1;0;0;0;0;22;23;2;61;2;81;15;UniqueRB
hibernate;org.hibernate.loader.criteria.CriteriaJoinWalker;0;1;0;0;0;0;20;39;3;50;6;140;15;UniqueRB
hibernate;org.hibernate.loader.custom.CustomLoader;0;1;0;0;0;0;44;58;2;74;3;436;25;UniqueRB
hibernate;org.hibernate.loader.hql.QueryLoader;0;1;0;0;0;0;40;91;3;104;4;325;38;UniqueRB
hibernate;org.hibernate.loader.OuterJoinLoader;0;1;0;0;0;0;12;15;3;13;0;70;15;UniqueRB
hibernate;org.hibernate.lob.ReaderInputStream;0;1;0;0;0;0;1;2;3;1;0;8;2;UniqueRB
hibernate;org.hibernate.mapping.ManyToOne;0;1;0;0;0;0;15;16;3;27;4;51;9;UniqueRB
hibernate;org.hibernate.mapping.OneToOne;0;1;0;0;0;0;14;22;3;20;1;67;16;UniqueRB
hibernate;org.hibernate.mapping.RootClass;0;1;0;0;0;0;16;71;2;31;3;220;58;UniqueRB
hibernate;org.hibernate.mapping.Subclass;0;1;0;0;0;0;14;62;2;54;2;205;54;UniqueRB
hibernate;org.hibernate.metamodel.binding.AbstractPluralAttributeBinding;0;1;0;0;0;0;23;62;2;10;1;217;47;UniqueRB
hibernate;org.hibernate.metamodel.binding.AbstractSingularAttributeBinding;0;1;0;0;0;0;12;14;2;18;2;57;10;UniqueRB
hibernate;org.hibernate.metamodel.binding.ManyToOneAttributeBinding;0;1;0;0;0;0;15;33;4;14;2;106;18;UniqueRB
hibernate;org.hibernate.metamodel.relational.Column;0;1;0;0;0;0;11;31;2;32;2;115;24;UniqueRB
hibernate;org.hibernate.metamodel.relational.InLineView;0;1;0;0;0;0;6;14;2;4;0;49;14;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.entity.EntityClass;0;1;0;0;0;0;45;159;2;97;4;592;55;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.entity.RootEntitySourceImpl;0;1;0;0;0;0;17;16;2;14;1;63;11;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.AnnotationMocker;0;1;0;0;0;0;30;69;4;57;4;355;28;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.AttributesBuilder;0;1;0;0;0;0;17;12;2;11;0;40;12;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.EmbeddableAttributesBuilder;0;1;0;0;0;0;17;12;2;9;0;40;12;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.EmbeddableMocker;0;1;0;0;0;0;21;21;4;10;1;65;19;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.EntityMocker;0;1;0;0;0;0;34;45;4;70;4;158;26;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.ListenerMocker;0;1;0;0;0;0;18;24;2;27;1;87;13;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.MappedSuperclassMocker;0;1;0;0;0;0;19;21;4;20;0;59;18;UniqueRB
hibernate;org.hibernate.metamodel.source.annotations.xml.mocker.PropertyMocker;0;1;0;0;0;0;20;37;3;41;2;137;18;UniqueRB
hibernate;org.hibernate.persister.collection.OneToManyPersister;0;1;0;0;0;0;36;77;2;91;7;282;25;UniqueRB
hibernate;org.hibernate.service.jdbc.dialect.internal.StandardDialectResolver;0;1;0;0;0;0;28;37;2;11;3;100;1;UniqueRB
hibernate;org.hibernate.service.spi.ServiceException;0;1;0;0;0;0;1;2;5;0;0;8;2;UniqueRB
hibernate;org.hibernate.sql.ANSIJoinFragment;0;1;0;0;0;0;4;18;2;5;2;63;11;UniqueRB
hibernate;org.hibernate.tuple.component.PojoComponentTuplizer;0;1;0;0;0;0;16;27;2;25;2;113;11;UniqueRB
hibernate;org.hibernate.tuple.entity.DynamicMapEntityTuplizer;0;1;0;0;0;0;20;22;2;17;1;100;19;UniqueRB
hibernate;org.hibernate.tuple.entity.PojoEntityTuplizer;0;1;0;0;0;0;42;98;2;90;3;283;29;UniqueRB
hibernate;org.hibernate.tuple.Property;0;1;0;0;0;0;1;5;1;1;0;22;5;UniqueRB
hibernate;org.hibernate.type.AbstractLobType;0;1;0;0;0;0;6;15;2;7;1;37;13;UniqueRB
hibernate;org.hibernate.type.AnyType;0;1;0;0;0;0;23;69;2;24;1;216;53;UniqueRB
hibernate;org.hibernate.type.ByteArrayBlobType;0;1;0;0;0;0;13;42;3;37;2;140;19;UniqueRB
hibernate;org.hibernate.type.CollectionType;0;1;0;0;0;0;33;112;2;99;3;380;64;UniqueRB
hibernate;org.hibernate.type.ComponentType;0;1;0;0;0;0;27;131;2;71;3;483;54;UniqueRB
hibernate;org.hibernate.type.CustomCollectionType;0;1;0;0;0;0;10;17;3;18;1;64;13;UniqueRB
hibernate;org.hibernate.type.descriptor.java.BlobTypeDescriptor;0;1;0;0;0;0;16;23;2;23;3;95;8;UniqueRB
hibernate;org.hibernate.type.descriptor.java.BooleanTypeDescriptor;0;1;0;0;0;0;5;34;2;32;1;89;12;UniqueRB
hibernate;org.hibernate.type.descriptor.java.CalendarDateTypeDescriptor;0;1;0;0;0;0;8;25;2;20;1;75;8;UniqueRB
hibernate;org.hibernate.type.descriptor.java.CalendarTypeDescriptor;0;1;0;0;0;0;9;29;3;20;1;85;8;UniqueRB
hibernate;org.hibernate.type.descriptor.java.CharacterArrayTypeDescriptor;0;1;0;0;0;0;10;28;2;22;1;81;9;UniqueRB
hibernate;org.hibernate.type.descriptor.java.ClobTypeDescriptor;0;1;0;0;0;0;14;18;2;18;3;72;8;UniqueRB
hibernate;org.hibernate.type.descriptor.java.SerializableTypeDescriptor;0;1;0;0;0;0;16;23;3;25;2;77;9;UniqueRB
hibernate;org.hibernate.type.EntityType;0;1;0;0;0;0;22;87;2;62;3;330;45;UniqueRB
hibernate;org.hibernate.type.MetaType;0;1;0;0;0;0;10;27;2;22;1;81;22;UniqueRB
hibernate;org.hibernate.type.SortedSetType;0;1;0;0;0;0;6;6;4;1;0;25;6;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.html.DomAttr;0;1;0;0;0;0;9;18;3;17;1;63;16;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.html.HtmlInput;0;1;0;0;0;0;18;46;5;28;2;154;39;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.canvas.CanvasRenderingContext2D;0;1;0;0;0;0;4;25;2;0;0;57;25;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.html.HTMLInputElement;0;1;0;0;0;0;12;37;8;43;2;127;29;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.html.HTMLOptionsCollection;0;1;0;0;0;0;14;26;2;34;3;93;11;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.html.HTMLTableElement;0;1;0;0;0;0;12;42;7;23;1;132;27;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.html.HTMLTableRowElement;0;1;0;0;0;0;11;26;7;21;2;82;8;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.javascript.host.html.HTMLTextAreaElement;0;1;0;0;0;0;7;31;8;25;2;120;19;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.NicelyResynchronizingAjaxController;0;1;0;0;0;0;5;8;2;8;1;25;5;UniqueRB
htmlunit;com.gargoylesoftware.htmlunit.util.DebuggingWebConnection;0;1;0;0;0;0;11;30;2;60;2;151;13;UniqueRB
jasperreports;net.sf.jasperreports.charts.base.JRBaseBar3DPlot;0;1;0;0;0;0;17;59;2;47;1;247;46;UniqueRB
jasperreports;net.sf.jasperreports.charts.base.JRBaseBarPlot;0;1;0;0;0;0;17;59;2;44;1;247;46;UniqueRB
jasperreports;net.sf.jasperreports.charts.base.JRBaseHighLowDataset;0;1;0;0;0;0;11;22;3;14;1;86;14;UniqueRB
jasperreports;net.sf.jasperreports.charts.base.JRBaseTimeSeriesDataset;0;1;0;0;0;0;10;16;3;9;2;59;10;UniqueRB
jasperreports;net.sf.jasperreports.charts.design.JRDesignBar3DPlot;0;1;0;0;0;0;10;24;3;24;0;150;24;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillBar3DPlot;0;1;0;0;0;0;11;49;2;35;0;155;49;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillCandlestickPlot;0;1;0;0;0;0;10;35;2;28;0;121;35;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillCategoryDataset;0;1;0;0;0;0;12;31;3;15;4;92;12;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillGanttDataset;0;1;0;0;0;0;15;37;3;31;4;122;12;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillTimeSeriesDataset;0;1;0;0;0;0;16;36;3;24;4;113;14;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillTimeSeriesPlot;0;1;0;0;0;0;10;40;2;30;0;133;40;UniqueRB
jasperreports;net.sf.jasperreports.charts.fill.JRFillXyzDataset;0;1;0;0;0;0;12;28;3;14;4;78;12;UniqueRB
jasperreports;net.sf.jasperreports.components.barcode4j.Code39Component;0;1;0;0;0;0;4;15;2;5;0;69;14;UniqueRB
jasperreports;net.sf.jasperreports.components.barcode4j.EAN128Component;0;1;0;0;0;0;5;5;3;5;0;19;4;UniqueRB
jasperreports;net.sf.jasperreports.components.table.fill.TableSubreport;0;1;0;0;0;0;9;15;2;5;2;56;13;UniqueRB
