sistema;classe;lc;rb;fe;lm;nfe;nlm;cbo;wmc;dit;rfc;maxNest;loc;nom;classification
jhotdraw;org.jhotdraw.util.ResourceBundleUtil;0;0;1;1;1;1;2;79;1;55;4;296;33;FeLm
jhotdraw;org.jhotdraw.xml.JavaxDOMInput;0;0;1;1;2;1;9;55;1;39;3;195;20;FeLm
jhotdraw;org.jhotdraw.xml.NanoXMLDOMInput;0;0;1;1;2;1;9;45;1;34;3;149;19;FeLm
jfreechart;org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer;0;0;1;1;2;1;10;23;4;16;2;102;4;FeLm
jfreechart;org.jfree.chart.block.BorderArrangement;0;0;1;1;1;1;11;70;1;27;2;309;10;FeLm
jfreechart;org.jfree.chart.block.ColumnArrangement;0;0;1;1;6;1;10;42;1;27;4;170;11;FeLm
jfreechart;org.jfree.chart.plot.CombinedDomainCategoryPlot;0;0;1;1;1;2;16;75;3;83;4;306;24;FeLm
jfreechart;org.jfree.chart.plot.CombinedDomainXYPlot;0;0;1;1;1;2;18;73;3;77;3;302;25;FeLm
jfreechart;org.jfree.chart.plot.CombinedRangeCategoryPlot;0;0;1;1;1;2;17;63;3;72;3;259;19;FeLm
jfreechart;org.jfree.chart.plot.CombinedRangeXYPlot;0;0;1;1;1;2;18;69;3;78;3;287;24;FeLm
jfreechart;org.jfree.chart.plot.WaferMapPlot;0;0;1;1;1;1;16;35;2;35;3;179;13;FeLm
jfreechart;org.jfree.chart.renderer.category.BoxAndWhiskerRenderer;0;0;1;1;4;2;23;93;3;105;3;411;26;FeLm
jfreechart;org.jfree.chart.renderer.category.LayeredBarRenderer;0;0;1;1;1;2;17;55;4;46;3;223;7;FeLm
jfreechart;org.jfree.chart.renderer.category.LevelRenderer;0;0;1;1;1;1;18;36;3;55;2;169;15;FeLm
jfreechart;org.jfree.chart.renderer.category.StackedBarRenderer3D;0;0;1;1;3;2;21;66;5;68;3;393;16;FeLm
jfreechart;org.jfree.chart.renderer.category.WaterfallBarRenderer;0;0;1;1;1;1;18;54;4;46;4;226;15;FeLm
jfreechart;org.jfree.chart.renderer.RendererUtilities;0;0;1;1;2;2;3;38;1;7;3;151;3;FeLm
jfreechart;org.jfree.chart.renderer.xy.SamplingXYLineRenderer;0;0;1;1;1;1;17;30;5;44;4;165;11;FeLm
jfreechart;org.jfree.chart.renderer.xy.StackedXYBarRenderer;0;0;1;1;1;1;22;50;4;38;3;179;10;FeLm
jfreechart;org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer;0;0;1;1;5;2;21;69;3;73;2;332;23;FeLm
jfreechart;org.jfree.chart.renderer.xy.XYStepRenderer;0;0;1;1;1;1;19;31;4;31;3;111;9;FeLm
jfreechart;org.jfree.chart.title.ImageTitle;0;0;1;1;3;1;10;29;3;32;1;129;11;FeLm
jfreechart;org.jfree.data.statistics.BoxAndWhiskerCalculator;0;0;1;1;1;1;3;24;1;17;4;109;4;FeLm
jfreechart;org.jfree.data.time.MovingAverage;0;0;1;1;2;1;10;38;1;23;7;155;6;FeLm
jfreechart;org.jfree.experimental.swt.SWTUtils;0;0;1;1;5;1;16;45;1;56;3;190;14;FeLm
jmeter;org.apache.jmeter.assertions.gui.AssertionGui;0;0;1;1;2;1;17;30;8;67;2;237;11;FeLm
jmeter;org.apache.jmeter.assertions.gui.SizeAssertionGui;0;0;1;1;3;1;8;27;8;47;1;179;13;FeLm
jmeter;org.apache.jmeter.assertions.gui.SMIMEAssertionGui;0;0;1;1;2;1;7;13;8;47;1;155;10;FeLm
jmeter;org.apache.jmeter.assertions.gui.XMLConfPanel;0;0;1;1;5;1;4;8;5;45;0;108;8;FeLm
jmeter;org.apache.jmeter.control.gui.ForeachControlPanel;0;0;1;1;2;1;7;13;7;26;2;90;9;FeLm
jmeter;org.apache.jmeter.control.gui.ThroughputControllerGui;0;0;1;1;1;1;7;11;7;35;2;104;7;FeLm
jmeter;org.apache.jmeter.extractor.RegexExtractor;0;0;1;1;3;2;16;74;3;72;5;305;28;FeLm
jmeter;org.apache.jmeter.sampler.gui.TestActionGui;0;0;1;1;1;1;8;10;7;27;1;151;7;FeLm
jmeter;org.apache.jmeter.visualizers.GraphAccumVisualizer;0;0;1;1;1;1;12;10;8;29;0;77;10;FeLm
jmeter;org.apache.jmeter.visualizers.SamplerResultTab;0;0;1;1;1;3;15;35;1;90;4;297;15;FeLm
jmeter;org.apache.jmeter.visualizers.StatGraphVisualizer;0;0;1;1;4;1;25;32;8;74;3;216;12;FeLm
jmeter;org.apache.jmeter.visualizers.StatVisualizer;0;0;1;1;1;1;18;14;8;40;2;110;9;FeLm
jmeter;org.apache.jmeter.visualizers.SummaryReport;0;0;1;1;1;1;18;14;8;40;2;110;9;FeLm
jmeter;org.apache.jmeter.visualizers.ViewResultsFullVisualizer;0;0;1;1;1;1;13;40;13;73;4;229;13;FeLm
jmeter;org.apache.jmeter.control.TransactionController;0;0;1;1;2;1;16;33;3;52;4;138;13;FeLm
jmeter;org.apache.jmeter.engine.ClientJMeterEngine;0;0;1;1;1;1;16;23;1;28;3;121;10;FeLm
jmeter;org.apache.jmeter.engine.util.FunctionParser;0;0;1;1;1;1;9;47;1;21;5;177;3;FeLm
jmeter;org.apache.jmeter.functions.gui.FunctionHelper;0;0;1;1;1;2;14;16;6;41;3;109;5;FeLm
jmeter;org.apache.jmeter.gui.util.FileListPanel;0;0;1;1;1;2;7;24;5;44;3;122;15;FeLm
jmeter;org.apache.jmeter.gui.util.MenuFactory;0;0;1;1;6;1;23;99;1;75;4;430;39;FeLm
jmeter;org.apache.jmeter.reporters.ResultCollector;0;0;1;1;1;1;27;84;3;91;5;369;33;FeLm
jmeter;org.apache.jmeter.save.SaveService;0;0;1;1;1;1;19;73;2;69;6;336;27;FeLm
jmeter;org.apache.jmeter.threads.gui.ThreadGroupGui;0;0;1;1;5;2;14;19;7;43;2;164;14;FeLm
jmeter;org.apache.jmeter.threads.JMeterThread;0;0;1;1;1;4;40;136;1;144;6;599;39;FeLm
jmeter;org.apache.jmeter.threads.TestCompiler;0;0;1;1;2;1;22;35;1;50;3;178;13;FeLm
jmeter;org.apache.jmeter.util.BeanShellInterpreter;0;0;1;1;1;1;6;33;1;21;3;149;12;FeLm
jmeter;org.apache.jmeter.visualizers.SamplingStatCalculator;0;0;1;1;2;1;5;40;1;38;2;162;28;FeLm
jmeter;org.apache.jmeter.functions.StringFromFile;0;0;1;1;1;1;12;42;2;31;5;196;13;FeLm
jmeter;org.apache.jorphan.gui.ObjectTableModel;0;0;1;1;3;1;4;47;3;43;3;173;20;FeLm
jmeter;org.apache.jmeter.visualizers.MonitorHealthPanel;0;0;1;1;1;1;7;7;5;17;2;68;5;FeLm
jmeter;org.apache.jmeter.visualizers.MonitorPerformancePanel;0;0;1;1;1;1;8;15;5;38;2;164;9;FeLm
jmeter;org.apache.jmeter.monitor.parser.MonitorHandler;0;0;1;1;1;1;14;84;2;52;5;248;10;FeLm
jmeter;org.apache.jmeter.protocol.http.config.gui.UrlConfigGui;0;0;1;1;1;1;17;39;5;61;2;331;22;FeLm
jmeter;org.apache.jmeter.protocol.http.control.CacheManager;0;0;1;1;1;1;15;58;3;44;4;216;24;FeLm
jmeter;org.apache.jmeter.protocol.http.control.gui.WebServiceSamplerGui;0;0;1;1;1;1;15;36;7;92;3;295;17;FeLm
jmeter;org.apache.jmeter.protocol.http.modifier.gui.ParamModifierGui;0;0;1;1;1;1;8;19;7;44;1;134;13;FeLm
jmeter;org.apache.jmeter.protocol.http.parser.HtmlParsingUtils;0;0;1;1;6;1;22;51;1;74;5;216;17;FeLm
jmeter;org.apache.jmeter.protocol.http.parser.JTidyHTMLParser;0;0;1;1;1;1;14;33;2;26;4;129;7;FeLm
jmeter;org.apache.jmeter.protocol.http.proxy.Proxy;0;0;1;1;2;1;18;70;2;103;4;348;13;FeLm
jmeter;org.apache.jmeter.protocol.http.sampler.HttpClientDefaultParameters;0;0;1;1;1;1;7;13;1;20;5;88;4;FeLm
jmeter;org.apache.jmeter.protocol.http.sampler.HTTPJavaImpl;0;0;1;1;2;1;22;88;2;124;4;371;16;FeLm
jmeter;org.apache.jmeter.protocol.http.sampler.PostWriter;0;0;1;1;2;1;9;46;1;55;5;230;13;FeLm
jmeter;org.apache.jmeter.protocol.http.util.ConversionUtils;0;0;1;1;1;1;1;30;1;28;5;111;3;FeLm
jmeter;org.apache.jmeter.protocol.jms.control.gui.JMSSubscriberGui;0;0;1;1;1;1;11;12;7;55;1;141;9;FeLm
jmeter;org.apache.jmeter.protocol.jms.sampler.FixedQueueExecutor;0;0;1;1;1;1;6;8;1;12;2;44;2;FeLm
jmeter;org.apache.jmeter.protocol.jms.sampler.PublisherSampler;0;0;1;1;2;1;17;40;4;60;3;178;21;FeLm
jmeter;org.apache.jmeter.protocol.jms.sampler.SubscriberSampler;0;0;1;1;3;1;17;63;4;72;4;248;25;FeLm
jmeter;org.apache.jmeter.protocol.mail.sampler.gui.MailReaderSamplerGui;0;0;1;1;5;2;9;19;7;53;1;202;15;FeLm
jmeter;org.apache.jmeter.protocol.smtp.sampler.SmtpSampler;0;0;1;1;1;1;18;42;3;92;5;265;7;FeLm
jmeter;org.apache.jmeter.report.gui.action.ReportDragNDrop;0;0;1;1;1;1;11;22;2;18;2;71;4;FeLm
jmeter;org.apache.jmeter.report.gui.TableGui;0;0;1;1;2;1;10;8;7;38;0;90;8;FeLm
lucene;org.apache.lucene.codecs.blockterms.FixedGapTermsIndexWriter;0;0;1;1;1;1;14;14;3;16;3;156;6;FeLm
lucene;org.apache.lucene.codecs.diskdv.DiskDocValuesProducer;0;0;1;1;1;1;23;33;4;27;3;293;12;FeLm
lucene;org.apache.lucene.index.SegmentMerger;0;0;1;1;1;7;39;61;1;71;6;282;12;FeLm
lucene;org.apache.lucene.facet.index.FacetFields;0;0;1;1;1;1;13;18;1;28;3;82;8;FeLm
lucene;org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal;0;0;1;1;3;1;9;53;2;37;4;253;18;FeLm
lucene;org.apache.lucene.search.vectorhighlight.FieldQuery;0;0;1;1;1;1;15;71;1;44;4;269;15;FeLm
lucene;org.apache.lucene.search.spell.WordBreakSpellChecker;0;0;1;1;1;1;13;58;1;24;6;279;17;FeLm
lucene;org.apache.lucene.search.suggest.fst.WFSTCompletionLookup;0;0;1;1;1;2;23;34;3;27;2;172;10;FeLm
quartz;org.quartz.simpl.RAMJobStore;0;0;1;1;11;1;17;196;1;93;5;775;55;FeLm
quartz;org.quartz.SimpleTrigger;0;0;1;1;5;1;6;127;2;28;3;344;37;FeLm
struts;org.apache.struts2.components.ServletUrlRenderer;0;0;1;1;2;1;22;55;1;81;3;197;8;FeLm
struts;org.apache.struts2.components.UIBean;0;0;1;1;1;1;18;151;2;49;4;519;63;FeLm
struts;org.apache.struts2.dispatcher.FilterDispatcher;0;0;1;1;2;1;27;23;1;45;3;140;10;FeLm
struts;org.apache.struts2.dispatcher.mapper.Restful2ActionMapper;0;0;1;1;1;1;8;39;2;31;6;121;8;FeLm
struts;org.apache.struts2.interceptor.debugging.DebuggingInterceptor;0;0;1;1;1;2;14;46;1;58;5;266;12;FeLm
struts;org.apache.struts2.interceptor.debugging.ObjectToHTMLWriter;0;0;1;1;1;1;3;29;1;34;3;113;6;FeLm
struts;org.apache.struts2.RequestUtils;0;0;1;1;1;1;1;10;1;13;2;21;1;FeLm
struts;org.apache.struts2.util.FastByteArrayOutputStream;0;0;1;1;2;2;3;55;2;40;3;188;19;FeLm
struts;org.apache.struts2.views.jsp.ui.AbstractUITag;0;0;1;1;1;1;3;42;4;43;0;211;42;FeLm
struts;org.apache.struts2.views.jsp.ui.InputTransferSelectTag;0;0;1;1;1;1;6;32;6;16;0;130;32;FeLm
struts;org.apache.struts2.views.jsp.ui.OptionTransferSelectTag;0;0;1;1;1;1;6;56;8;28;0;226;56;FeLm
struts;org.apache.struts2.views.jsp.URLTag;0;0;1;1;1;1;6;20;5;17;1;88;16;FeLm
struts;org.apache.struts2.views.util.UrlHelper;0;0;1;1;1;1;9;70;1;58;7;229;13;FeLm
struts;org.apache.struts2.convention.SEOActionNameBuilder;0;0;1;1;1;1;6;12;1;15;2;44;3;FeLm
struts;org.apache.struts2.dojo.views.jsp.ui.AutocompleterTag;0;0;1;1;1;1;6;31;7;29;0;153;31;FeLm
struts;org.apache.struts2.dojo.views.jsp.ui.DateTimePickerTag;0;0;1;1;1;1;7;18;5;18;0;91;18;FeLm
struts;org.apache.struts2.dojo.views.jsp.ui.SubmitTag;0;0;1;1;1;1;7;30;5;28;0;148;30;FeLm
struts;org.apache.struts2.jasper.compiler.Compiler;0;0;1;1;1;1;23;70;1;74;4;299;15;FeLm
struts;org.apache.struts2.jasper.compiler.SmapStratum;0;0;1;1;3;1;2;29;1;17;3;139;8;FeLm
struts;org.apache.struts2.jasper.compiler.TagLibraryInfoImpl;0;0;1;1;5;3;24;170;2;77;8;533;16;FeLm
struts;org.apache.struts2.jasper.compiler.TagPluginManager;0;0;1;1;2;1;13;16;1;22;2;152;4;FeLm
struts;org.apache.struts2.jasper.runtime.JspRuntimeLibrary;0;0;1;1;3;1;22;231;1;92;4;673;45;FeLm
struts;org.apache.struts2.jasper.servlet.JspServlet;0;0;1;1;1;2;15;37;2;46;6;171;9;FeLm
struts;org.apache.struts2.views.jasperreports.JasperReportsResult;0;0;1;1;1;1;25;51;2;45;3;231;20;FeLm
struts;org.apache.struts2.osgi.OsgiConfigurationProvider;0;0;1;1;1;1;22;36;1;50;3;126;12;FeLm
struts;org.apache.struts2.oval.interceptor.DefaultOValValidationManager;0;0;1;1;1;1;9;29;1;31;4;113;8;FeLm
struts;org.apache.struts2.portlet.dispatcher.Jsr168Dispatcher;0;0;1;1;1;1;39;51;2;79;3;259;18;FeLm
struts;org.apache.struts2.portlet.util.PortletUrlHelper;0;0;1;1;3;1;10;50;1;52;4;182;7;FeLm
struts;org.apache.struts2.rest.DefaultContentTypeHandlerManager;0;0;1;1;1;1;12;27;1;35;4;108;6;FeLm
struts;org.apache.struts2.sitegraph.renderers.DOTRenderer;0;0;1;1;2;1;15;35;1;44;6;175;6;FeLm
struts;org.apache.struts2.sitemesh.FreemarkerDecoratorServlet;0;0;1;1;1;1;24;32;2;68;3;169;8;FeLm
struts;org.apache.struts2.sitemesh.VelocityDecoratorServlet;0;0;1;1;1;1;18;10;2;36;2;72;5;FeLm
struts;com.opensymphony.xwork2.DefaultActionInvocation;0;0;1;1;3;2;25;74;1;69;5;334;24;FeLm
tapestry;org.apache.tapestry5.corelib.components.Checkbox;0;0;1;1;1;1;12;7;2;11;0;22;3;FeLm
tapestry;org.apache.tapestry5.internal.renderers.RequestRenderer;0;0;1;1;2;1;6;16;1;25;3;97;8;FeLm
tapestry;org.apache.tapestry5.internal.services.AliasManagerImpl;0;0;1;1;1;1;6;6;1;11;2;28;3;FeLm
tapestry;org.apache.tapestry5.internal.services.ClientPersistentFieldStorageImpl;0;0;1;1;1;1;12;27;1;36;3;131;8;FeLm
tapestry;org.apache.tapestry5.internal.services.DocumentLinkerImpl;0;0;1;1;1;1;11;41;1;45;3;119;12;FeLm
tapestry;org.apache.tapestry5.internal.services.LinkSourceImpl;0;0;1;1;1;1;16;13;1;15;1;49;7;FeLm
tapestry;org.apache.tapestry5.internal.services.PageElementFactoryImpl;0;0;1;1;1;1;19;12;1;17;3;81;5;FeLm
tapestry;org.apache.tapestry5.internal.transform.InjectPageWorker;0;0;1;1;1;1;10;6;1;19;1;31;3;FeLm
tapestry;org.apache.tapestry5.internal.transform.OnEventWorker;0;0;1;1;2;1;10;26;1;31;2;98;6;FeLm
tapestry;org.apache.tapestry5.internal.util.SelectModelRenderer;0;0;1;1;2;1;6;11;1;18;1;36;7;FeLm
tapestry;org.apache.tapestry5.services.TransformMethodSignature;0;0;1;1;1;1;2;31;1;11;2;96;15;FeLm
tomcat;org.apache.catalina.connector.MapperListener;0;0;1;1;4;1;17;67;1;53;4;251;15;FeLm
tomcat;org.apache.catalina.core.ApplicationFilterFactory;0;0;1;1;3;1;10;66;1;31;3;194;7;FeLm
tomcat;org.apache.catalina.core.AsyncContextImpl;0;0;1;1;3;1;15;79;3;57;4;372;29;FeLm
tomcat;org.apache.catalina.filters.RemoteIpFilter;0;0;1;1;1;1;4;59;3;54;3;346;23;FeLm
tomcat;org.apache.catalina.manager.host.HostManagerServlet;0;0;1;1;3;1;17;86;3;69;4;338;13;FeLm
tomcat;org.apache.catalina.manager.JMXProxyServlet;0;0;1;1;2;1;2;40;3;45;8;167;8;FeLm
tomcat;org.apache.catalina.session.StandardManager;0;0;1;1;2;1;16;73;4;64;4;288;11;FeLm
tomcat;org.apache.catalina.startup.Bootstrap;0;0;1;1;3;1;6;55;1;55;3;251;19;FeLm
tomcat;org.apache.catalina.tribes.transport.nio.NioReceiver;0;0;1;1;3;1;9;80;2;119;6;279;16;FeLm
tomcat;org.apache.catalina.tribes.transport.nio.NioReplicationTask;0;0;1;1;1;1;13;58;2;62;4;204;10;FeLm
tomcat;org.apache.catalina.tribes.transport.nio.ParallelNioSender;0;0;1;1;1;1;14;71;2;71;5;252;13;FeLm
tomcat;org.apache.catalina.util.DOMWriter;0;0;1;1;1;1;7;58;1;30;4;238;11;FeLm
tomcat;org.apache.catalina.valves.ExtendedAccessLogValve;0;0;1;1;5;1;27;79;5;35;4;622;10;FeLm
tomcat;org.apache.el.util.ReflectionUtil;0;0;1;1;3;1;3;59;1;43;5;190;9;FeLm
tomcat;org.apache.jasper.compiler.JspUtil;0;0;1;1;1;1;12;187;1;83;10;618;36;FeLm
tomcat;org.apache.juli.ClassLoaderLogManager;0;0;1;1;2;1;5;78;4;79;5;402;17;FeLm
tomcat;org.apache.naming.resources.ProxyDirContext;0;0;1;1;6;1;9;140;1;88;4;486;69;FeLm
tomcat;org.apache.tomcat.util.buf.StringCache;0;0;1;1;3;1;10;86;1;56;7;410;19;FeLm
weka;weka.associations.CaRuleGeneration;0;0;1;1;3;1;12;33;2;29;6;113;6;FeLm
weka;weka.associations.PredictiveApriori;0;0;1;1;4;1;20;75;2;73;4;343;30;FeLm
weka;weka.associations.PriorEstimation;0;0;1;1;2;1;11;73;1;35;5;243;16;FeLm
weka;weka.associations.RuleGeneration;0;0;1;1;4;1;13;55;1;36;7;183;10;FeLm
weka;weka.associations.Tertius;0;0;1;1;11;3;22;235;2;116;7;930;79;FeLm
weka;weka.attributeSelection.CheckAttributeSelection;0;0;1;1;8;1;21;149;3;102;6;587;33;FeLm
weka;weka.attributeSelection.ChiSquaredAttributeEval;0;0;1;1;1;1;16;55;2;37;6;211;18;FeLm
weka;weka.attributeSelection.GainRatioAttributeEval;0;0;1;1;2;1;15;44;2;28;5;191;15;FeLm
